OBJECTID,Tree_Name,Area,Diameter,Height,Tree_ID,Date_Planted,Lat,Long
460,Austrian Pine,Yard,16,36,"9,832",,42.372927730073748,-71.115848178202171
461,Holly,Yard,10,26,"9,833",,42.375023732074666,-71.115581114328862
462,Eastern White Pine,Yard,24,55,"9,834",,42.374483297801909,-71.114869510764265
463,Crabapple,Yard,10,8,"9,835",,42.373324362173094,-71.115572478248694
464,Flowering Dogwood,Yard,7,18,"9,836",,42.372985115871280,-71.115726837858631
465,Flowering Dogwood,Yard,7,20,"9,837",,42.372984207682023,-71.115692133106748
466,Flowering Dogwood,Yard,6,20,"9,838",,42.372976102621152,-71.115663899827922
467,Flowering Dogwood,Yard,5,16,"9,839",,42.372950381275508,-71.115524283870101
468,Flowering Dogwood,Yard,11,21,"9,840",,42.372949264031668,-71.115496813129582
469,Flowering Dogwood,Yard,6,17,"9,841",,42.372936454235806,-71.115455712962515
470,Eastern Or Canadian Hemlock,Yard,8,28,"9,842",,42.374559754075307,-71.114731470670407
471,Black Walnut,Yard,8,22,"9,843",,42.374926441641414,-71.115435032451259
472,Holly,Yard,11,12,"9,844",,42.375021185278655,-71.115439195345729
473,American Elm,Yard,23,38,"9,845",,42.373893558201992,-71.115702640581446
474,White Oak,Yard,48,60,"9,846",,42.374169610798909,-71.115144709382221
475,Kentucky Coffeetree,Yard,5,18,"9,847",,42.374227384783907,-71.114895612576504
476,Eastern White Pine,Yard,6,14,"9,848",,42.374033860628487,-71.114900486917790
477,Oak,Yard,17,0,"9,849",,42.373989901453726,-71.114791832197511
478,Black Walnut,Yard,13,32,"9,850",,42.374141408994603,-71.114741963476263
479,Eastern Redbud,Yard,9,25,"9,851",,42.374175355198254,-71.114754351361057
480,Norway Maple,Yard,13,26,"9,852",,42.372463211694317,-71.115378512591988
481,Northern Red Oak,Yard,20,48,"9,853",,42.373832541310854,-71.115612072321511
482,Northern Red Oak,Yard,4,17,"9,854",,42.374036481384856,-71.115785744502460
483,Honeylocust,Yard,15,32,"9,855",,42.373919356834342,-71.115933414702880
484,Northern Red Oak,Yard,12,28,"9,856",,42.373989922284998,-71.116169235401941
485,Honeylocust,Yard,12,26,"9,857",,42.373783997328978,-71.115870345828171
486,Red Maple,Yard,4,12,"9,858",,42.374045257327460,-71.116080462667910
487,Yellowwood,Yard,4,10,"9,859",,42.374041990933144,-71.115974685311826
488,Red Maple,Yard,3,10,"9,860",,42.374113375149904,-71.115866755924586
489,Yellowwood,Yard,3,9,"9,861",,42.374081050152313,-71.116685791513660
490,Northern Red Oak,Yard,21,45,"9,862",,42.374038324179047,-71.116503652179730
491,Dawn-Redwood,Yard,4,10,"9,863",,42.374899954016755,-71.115532156461001
492,Pin Oak,Yard,15,38,"9,864",,42.373017360336121,-71.116525350086732
493,Northern Red Oak,Yard,18,30,"9,865",,42.372984923163209,-71.116293192665196
494,American Elm,Yard,28,52,"9,866",,42.372819401466522,-71.116452241824661
495,Ohio Buckeye,Yard,17,45,"9,867",,42.372704264253400,-71.115895408526669
496,Northern Red Oak,Yard,15,34,"9,868",,42.373864573324141,-71.115853518534550
497,Common Hackberry,Yard,4,14,"9,869",,42.373980080865927,-71.115741154187404
498,Honeylocust,Yard,23,38,"9,870",,42.374096341227485,-71.116381072872002
499,Catalpa,Yard,24,48,"9,871",,42.372675056511611,-71.115784401402934
500,Norway Maple,Yard,20,32,"9,872",,42.372544245702962,-71.115168362138192
501,Sawtooth Oak,Yard,4,14,"9,873",,42.374517462877947,-71.114649929886554
502,Kentucky Coffeetree,Yard,5,18,"9,874",,42.374276703225206,-71.114881615103840
503,English Elm,Yard,32,44,"9,875",,42.374157836927751,-71.116228832938944
504,American Elm,Yard,23,45,"9,876",,42.374240803548958,-71.116066413821954
505,Sourwood,Yard,7,22,"9,877",,42.372932185291972,-71.116866047026491
506,Sourwood,Yard,8,26,"9,878",,42.373013174286292,-71.117169531215893
507,Red Maple,Yard,5,18,"9,879",,42.374543166974100,-71.116048938359441
508,Red Maple,Yard,4,11,"9,880",,42.374502911092492,-71.115820642895144
509,Red Maple,Yard,4,12,"9,881",,42.374494440947224,-71.115755061619026
510,Yellow-Poplar Or Tuliptree,Yard,5,12,"9,882",,42.374309338273875,-71.114719414312447
511,Scarlet Oak,Yard,4,15,"9,883",,42.374391428427138,-71.114699914699457
512,Honeylocust,Yard,15,36,"9,884",,42.374150364918599,-71.116659063823903
513,Honeylocust,Yard,40,90,"9,885",,42.374400000675791,-71.116136231798706
514,Yellowwood,Yard,3,9,"9,886",,42.374408485749107,-71.115879710944029
515,American Elm,Yard,28,45,"9,887",,42.374299997610947,-71.116172545389176
516,Yellowwood,Yard,4,11,"9,888",,42.374347422203257,-71.115974371503384
517,Yellowwood,Yard,4,11,"9,889",,42.374261208629100,-71.115973133224472
518,Eastern Or American Hornbeam,Yard,12,20,"9,890",,42.373195465868974,-71.115097608739802
519,Crabapple,Yard,9,7,"9,891",,42.373361589023474,-71.115770557487167
520,Crabapple,Yard,10,10,"9,892",,42.373298755682917,-71.115609748375903
521,Crabapple,Yard,10,10,"9,893",,42.373296437664607,-71.115545696032171
522,Crabapple,Yard,9,12,"9,894",,42.373300000067076,-71.115234686381385
523,Crabapple,Yard,9,12,"9,895",,42.373339236909075,-71.115216304452645
524,Eastern Or American Hornbeam,Yard,13,16,"9,896",,42.373073559879735,-71.115072248691789
525,Honeylocust,Yard,16,50,"9,897",,42.373004688354719,-71.115127215016955
526,Crabapple,Yard,9,10,"9,898",,42.373400077288238,-71.115881140339056
527,Japanese Maple,Yard,22,26,"9,899",,42.373128727210123,-71.115548384969372
528,Empty Planting Space,Yard,0,0,"9,900",,42.373637985249680,-71.115483292691707
529,Empty Planting Space,Yard,0,0,"9,901",,42.373598587107097,-71.115495446845060
530,Crabapple,Yard,5,6,"9,902",,42.373547969794402,-71.115512502784128
531,Crabapple,Yard,7,6,"9,903",,42.373503223177579,-71.115530080309512
532,Crabapple,Yard,5,7,"9,904",,42.373459878587376,-71.115545049761508
533,Eastern White Pine,Yard,18,45,"9,905",,42.373623690089019,-71.115377866016289
534,Eastern White Pine,Yard,21,45,"9,906",,42.373520685881459,-71.115394039820330
535,Eastern White Pine,Yard,20,45,"9,907",,42.373398107497451,-71.115465096217648
536,Flowering Dogwood,Yard,3,6,"9,908",,42.373660530590818,-71.115199913238342
537,Sugar Maple,Yard,18,42,"9,910",,42.373278671578156,-71.114980194448577
538,Sugar Maple,Yard,27,40,"9,911",,42.373214194496768,-71.114988386727575
539,Sugar Maple,Yard,22,60,"9,912",,42.373509492430607,-71.115044892079069
540,American Beech,Yard,40,65,"9,913",,42.373642633843041,-71.115057301545136
541,Eastern Or Canadian Hemlock,Yard,7,15,"9,914",,42.373612110626631,-71.114949175099596
542,Eastern Or Canadian Hemlock,Yard,6,22,"9,915",,42.373621247523680,-71.114884333921580
543,Hawthorn,Yard,14,15,"9,916",,42.372641993421567,-71.115152541951034
544,Hawthorn,Yard,14,22,"9,917",,42.372678692816898,-71.115146138617590
545,European Beech,Yard,33,65,"9,918",,42.373773190489580,-71.114890018643749
546,Flowering Dogwood,Yard,8,10,"9,919",,42.373941393168039,-71.114934871976587
547,Honeylocust,Yard,16,50,"9,920",,42.372995481995005,-71.115315603554961
548,Crabapple,Yard,5,4,"9,921",,42.373264556372455,-71.115734720947970
549,Crabapple,Yard,9,8,"9,922",,42.373339267662914,-71.115654764901322
550,Honeylocust,Yard,14,50,"9,923",,42.372977127936153,-71.115213330345611
551,Crabapple,Yard,10,15,"9,924",,42.373221306902018,-71.115768472677047
552,Crabapple,Yard,10,10,"9,925",,42.373306102142209,-71.115694396341709
553,Crabapple,Yard,11,8,"9,926",,42.373371307727631,-71.115626693017248
554,Honeylocust,Yard,13,50,"9,927",,42.373060316452325,-71.115293124910409
555,Sugar Maple,Yard,3,14,"9,928",,42.374080982268765,-71.115025243156751
556,Northern Red Oak,Yard,28,52,"9,929",,42.373121597070060,-71.117014196079367
557,Crabapple,Yard,6,10,"9,930",,42.373383492763885,-71.115834116974426
558,American Elm,Yard,19,45,"9,931",,42.372746458643746,-71.116186389375414
559,American Elm,Yard,19,42,"9,932",,42.372780831723695,-71.116323815756488
560,Flowering Dogwood,Yard,0,0,"9,933",,42.373658521688611,-71.115231293496862
561,Honeylocust,Yard,0,0,"9,934",,42.372836381213169,-71.115903547173275
562,Hedge Maple,Yard,0,0,"9,935",,42.374797884029995,-71.114616500542141
563,Red Maple,Yard,0,0,"9,936",,42.374601596974507,-71.116394545367072
564,Honeylocust,Yard,0,0,"9,937",,42.374063968385968,-71.116193099890694
565,Honeylocust,Yard,0,0,"9,938",,42.372853571388575,-71.115981248110558
566,Honeylocust,Yard,0,0,"9,939",,42.372877731227931,-71.116072619425523
567,Honeylocust,Yard,0,0,"9,940",,42.373207116157239,-71.115167751470864
568,Honeylocust,Yard,0,0,"9,941",,42.373111338635276,-71.115054523962854
569,Honeylocust,Yard,0,0,"9,942",,42.373246475534152,-71.115310085967167
570,Honeylocust,Yard,16,60,"9,943",,42.373172934342413,-71.115277891832378
571,Lilac,Yard,0,0,"9,944",,42.374015261001396,-71.115351009341154
572,Red Maple,Yard,0,0,"9,945",,42.374210864367214,-71.116852918363833
573,Red Horsechestnut,Yard,0,0,"9,946",,42.373007587785487,-71.116736338526579
574,Japanese Tree Lilac,Yard,0,0,"9,947",,42.373154116595309,-71.116946703211781
575,Japanese Tree Lilac,Yard,0,0,"9,948",,42.373149337786614,-71.116899904496663
576,Ginkgo,Yard,0,0,"9,949",,42.374004569599848,-71.115000729065926
577,Zelkova,Yard,0,0,"9,950",,42.374045722469745,-71.115173452442065
578,Hornbeam,Yard,3,8,"9,951",9/15/2014 0:00:00,42.373340608538562,-71.115414594276885
579,Red Maple,Yard,0,0,"9,952",,42.374190387819390,-71.116766829682646
580,Red Horsechestnut,Yard,0,0,"9,953",,42.372917811805287,-71.116605972486639
581,Yellowwood,Yard,0,0,"9,954",,42.374147314244958,-71.116046135145311
582,Serviceberry,Yard,0,0,"9,955",,42.373206476185075,-71.117061603748851
583,Kousa Dogwood,Yard,0,0,"9,956",,42.373107289469992,-71.116709485470437
584,Kousa Dogwood,Yard,0,0,"9,957",,42.373114535209922,-71.116751712458225
585,Zelkova,Yard,0,0,"9,958",,42.374592365681224,-71.115811365858605
586,Empty Planting Space,Yard,0,0,"9,959",,42.372440739367434,-71.115238431309436
587,Honeylocust,Yard,5,0,"9,960",,42.375588542612611,-71.116535226469892
588,Tuliptree,Yard,4,15,"9,961",,42.375545522071256,-71.116313416624948
589,Tuliptree,Yard,4,15,"9,962",,42.375687016958565,-71.117064788612623
590,Honeylocust,Yard,5,0,"9,963",,42.375476576210616,-71.116531488088697
591,Tuliptree,Yard,4,15,"9,964",,42.375712264294982,-71.117207274768901
592,Pin Oak,Yard,5,17,"9,965",,42.375505505803197,-71.116483645472627
593,Pear Tree,Yard,3,10,"9,966",,42.373542234271994,-71.117271417238527
594,Magnolia,Yard,4,12,"9,967",,42.373476601711388,-71.115159059847429
595,Norway Mapel,Yard,10,30,"9,968",,42.375852691604692,-71.117767491901986
596,Liberty Elm,Yard,3,10,"9,969",,42.375853349188766,-71.117679556039761
597,Liberty Elm,Yard,3,8,"9,970",5/1/2013 0:00:00,42.375336426558320,-71.115387079786544
598,Liberty Elm,Yard,3,8,"9,971",5/1/2013 0:00:00,42.375264425996292,-71.115282788131694
599,Flowering Dogwood,Yard,3,8,"9,972",,42.375161389791785,-71.115628725268067
600,Liberty Elm,Yard,3,8,"9,998",5/1/2013 0:00:00,42.375393940542423,-71.115490561245025
601,Serviceberry,Yard,3,10,"9,999",5/1/2014 0:00:00,42.373701487134099,-71.115365973637012
602,Gingko,Yard,3,9,"10,000",5/1/2014 0:00:00,42.375324594484191,-71.116452560168710
603,Elm,Yard,2,11,"10,001",5/1/2014 0:00:00,42.374441568560300,-71.117366833384807
604,Pear Tree,Yard,3,9,"10,002",5/1/2014 0:00:00,42.373526527270805,-71.117189786806193
